Locus	Duplication_Name	Duplicated_Individuals	Sister_Group
nGroup_19342	Y10	Calandrinia_strophiolata_155,Calandrinia_sp_Needilup_31B,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Calandrinia_kalanniensis_8,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Phemeranthus_brevifolius_169,Calandrinia_disperma_194,Calandrinia_lehmannii_35,Calandrinia_linliflora_109,Calandrinia_baccata_46,Calandrinia_brevipedata_9,Calandrinia_sp_Meckering_31,Claytonia_megarhiza_195,Calandrinia_mirabilis_85,Calandrinia_papillata_30,Phemeranthus_longipes_6,Calandrinia_vernicosa_23,Calandrinia_crispisepala_21,Calandrinia_umbelliformis_20,Calandrinia_pentavalvis_178,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_eremea_salt_flat_130,Calandrinia_sp_Goongarrie_37,Calandrinia_sp_Black_Angular_Seeds_24,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Calandrinia_polyandra_34C,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Calandrinia_tholliformis_29,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_remota_154,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Calandrinia_corrigioloides_49C,Calandrinia_sp_Prince_Regent_156,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_monandra_143,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Calandrinia_balonensis_57,Calandrinia_compressa_144,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Calandrinia_primuliflora_160,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Phemeranthus_confertiflorus_4,Calandrinia_skottsbergi_222,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Calandrinia_translucens_99	Halophytum_ameghinoi_76,Anredera_baselloides_38,Alluaudia_procera_53,Talinum_triangulare_50,Opuntia_subulata_208
nGroup_19342	Y12	Montiopsis_umbellata_225,Calyptridium_parryi_170,Calyptridium_umbellatum_193,Phemeranthus_brevifolius_169,Montiopsis_gayana_224	Cistanthe_paniculaeta_223,Phemeranthus_longipes_6,Calandrinia_sp_220,Cistanthe_sp_219,Montiopsis_umbellata_225,Calandrinia_ciliata_216
nadpmdh1	Y2	Calandrinia_strophiolata_155,Calandrinia_sp_Needilup_31B,Calandrinia_primuliflora_160,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Calandrinia_kalanniensis_8,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Calandrinia_disperma_194,Calandrinia_compressa_144,Montia_parviflora_27,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_pentavalvis_178,Calandrinia_mirabilis_85,Calandrinia_papillata_30,Calandrinia_vernicosa_23,Calandrinia_crispisepala_21,Calandrinia_umbelliformis_20,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_eremea_salt_flat_130,Calandrinia_sp_Black_Angular_Seeds_24,Calandrinia_sp_Oblong_103,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Calandrinia_polyandra_34C,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Calandrinia_tholliformis_29,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Calandrinia_stagnensis_101,Calandrinia_sp_Prince_Regent_156,Claytonia_megarhiza_195,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_monandra_143,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Montiopsis_gayana_224,Calandrinia_lehmannii_35,Calandrinia_oraria_37,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Calandrinia_balonensis_57,Calandrinia_skottsbergi_222,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Rumicastrum_chamaecladum_123,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Calandrinia_translucens_99	Phemeranthus_confertiflorus_4,Phemeranthus_brevicaulis_202,Phemeranthus_longipes_6,Phemeranthus_brevifolius_169
nadpmdh1	Y12	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Cistanthe_sp_219,Montiopsis_gayana_224,Cistanthe_paniculaeta_223,Montiopsis_umbellata_225,Cistanthe_grandiflora_199
nGroup_7264	Y119	Calandrinia_ciliata_215,Calandrinia_ciliata_2014,Calandrinia_ciliata_216	Calandrinia_ciliata_215,Calandrinia_ciliata_2014,Calandrinia_ciliata_216
nGroup_7264	Y118	Calandrinia_ciliata_215,Calandrinia_ciliata_2014,Calandrinia_ciliata_216	Calandrinia_compressa_144
nGroup_7264	Y22	Calyptridium_monospermum_108,Calyptridium_parryi_170	Calyptridium_parryi_170,Calyptridium_umbellatum_193
nGroup_7264	Y74	Calandrinia_gracilis_176,Calandrinia_tumida_93,Calandrinia_spergularina_104	Calandrinia_sp_Prince_Regent_156
nGroup_7264	Y120	Calandrinia_ciliata_2014,Calandrinia_ciliata_216	Calandrinia_ciliata_215
nGroup_7264	Y36	Calandrinia_creethae_39,Calandrinia_porifera_36,Calandrinia_ptychosperma_5,Calandrinia_pentavalvis_178,Calandrinia_stagnensis_101,Calandrinia_arenicola_90	Calandrinia_mirabilis_85
nGroup_7264	Y81	Calandrinia_primuliflora_110,Calandrinia_kalanniensis_8,Calandrinia_primuliflora_160	Calandrinia_lehmannii_35
nGroup_7264	Y97	Calandrinia_pentavalvis_178,Calandrinia_ptychosperma_5,Calandrinia_porifera_36,Calandrinia_papillata_30,Calandrinia_arenicola_90,Calandrinia_ptychosperma_166	Calandrinia_creethae_39,Calandrinia_stagnensis_101
nGroup_7264	Y25	Calandrinia_ciliata_215,Calandrinia_ciliata_2014,Calandrinia_skottsbergi_222	Lewisia_congdonii_17,Montia_parviflora_27,Claytonia_lanceolata_106,Lewisia_brachycalyx_16,Lewisia_pygmaea_8
nGroup_7264	Y9	Calyptridium_umbellatum_193,Anacampseros_coahuilensis_68,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Rumicastrum_chamaecladum_123,Calyptridium_monospermum_108,Calyptridium_parryi_170,Alluaudia_procera_53,Talinum_triangulare_50,Phemeranthus_brevifolius_169	Calandrinia_sp_Needilup_31B,Montia_parviflora_27,Claytonia_lanceolata_106,Lewisia_brachycalyx_16,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_linliflora_109,Claytonia_megarhiza_195,Calandrinia_mirabilis_85,Calandrinia_vernicosa_23,Phemeranthus_longipes_6,Calandrinia_umbelliformis_20,Calandrinia_pentavalvis_178,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_sp_Black_Angular_Seeds_24,Opuntia_subulata_208,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_remota_154,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Alluaudia_procera_53,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Calandrinia_corrigioloides_49C,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calandrinia_sp_Prince_Regent_156,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Phemeranthus_brevifolius_169,Calandrinia_polyandra_138,Calandrinia_polyandra_34C,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Talinum_triangulare_50,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Calandrinia_skottsbergi_222,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Cistanthe_grandiflora_199,Calandrinia_translucens_99
nGroup_7264	Y8	Calandrinia_sp_Needilup_31B,Montia_parviflora_27,Claytonia_lanceolata_106,Lewisia_brachycalyx_16,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_linliflora_109,Claytonia_megarhiza_195,Calandrinia_mirabilis_85,Calandrinia_vernicosa_23,Phemeranthus_longipes_6,Calandrinia_umbelliformis_20,Calandrinia_pentavalvis_178,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_sp_Black_Angular_Seeds_24,Opuntia_subulata_208,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Anacampseros_coahuilensis_68,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_remota_154,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Alluaudia_procera_53,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Calandrinia_corrigioloides_49C,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calandrinia_sp_Prince_Regent_156,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Phemeranthus_brevifolius_169,Calandrinia_polyandra_138,Calandrinia_polyandra_34C,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Talinum_triangulare_50,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Calandrinia_skottsbergi_222,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Cistanthe_grandiflora_199,Calandrinia_translucens_99	Mollugo_pentafilis_148
nGroup_7264	Y18	Calandrinia_sp_Warrider_129,Calandrinia_sp_Needilup_31B,Calandrinia_stagnensis_101,Calandrinia_uniflora_92,Calandrinia_mirabilis_85,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_corrigioloides_49C,Montiopsis_gayana_224,Lewisia_brachycalyx_16,Calandrinia_skottsbergi_222,Calandrinia_sp_Prince_Regent_156,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Lewisia_pygmaea_8,Cistanthe_sp_219,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_60,Calandrinia_ciliata_2014,Calyptridium_monospermum_108,Calyptridium_parryi_170,Calandrinia_arenicola_90,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_granulifera_50D,Lewisia_congdonii_17,Montiopsis_umbellata_225,Calandrinia_ciliata_215,Calandrinia_pentavalvis_178,Rumicastrum_chamaecladum_123,Calandrinia_painwaning_6,Calandrinia_creethae_39,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_sp_Kenwick_48,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_pumila_75,Calandrinia_sp_Black_Angular_Seeds_24	Calandrinia_eremaea_ss_33,Calandrinia_calyptrata_188,Calandrinia_sp_Warrider_129,Calandrinia_sp_Needilup_31B,Calandrinia_oraria_37,Calandrinia_uniflora_92,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_corrigioloides_49C,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Lewisia_brachycalyx_16,Claytonia_washingtoniana_26,Calandrinia_corrigioloides_98,Calandrinia_disperma_22,Calandrinia_reticulata_53,Calandrinia_sp_Pink_Hills_27,Calandrinia_schistorhiza_31,Calandrinia_hortiorum_191,Cistanthe_sp_219,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_sp_Kenwick_48,Calandrinia_ciliata_2014,Calandrinia_butcherensis_58,Rumicastrum_chamaecladum_123,Calandrinia_disperma_194,Calyptridium_monospermum_108,Calyptridium_parryi_170,Calandrinia_compressa_144,Calandrinia_reticulata_149,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_ptychosperma_166,Calandrinia_linliflora_109,Calandrinia_eremea_nonpapillate_139,Calandrinia_pickeringii_165,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Lewisia_congdonii_17,Montiopsis_umbellata_225,Calandrinia_ciliata_215,Claytonia_megarhiza_195,Calandrinia_ciliata_216,Calandrinia_rubrisabulosa_34,Calandrinia_eremaea_perennial_7,Calandrinia_polyandra_138,Calandrinia_remota_ss_63,Calandrinia_vernicosa_23,Calandrinia_remota_154,Calandrinia_umbelliformis_20,Calandrinia_polyandra_34C,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_translucens_99,Calandrinia_baccata_38,Calandrinia_pumila_75,Calandrinia_sp_Black_Angular_Seeds_24
nGroup_7264	Y80	Calandrinia_primuliflora_110,Calandrinia_translucens_4,Calandrinia_kalanniensis_8,Calandrinia_primuliflora_160,Calandrinia_lehmannii_35,Calandrinia_translucens_99	Calandrinia_crispisepala_21
nGroup_7264	Y20	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Cistanthe_sp_219,Montiopsis_gayana_224,Montiopsis_umbellata_225,Cistanthe_grandiflora_199
nGroup_7264	Y21	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Calyptridium_monospermum_108,Calyptridium_parryi_170
nGroup_7264	Y17	Calandrinia_eremaea_ss_33,Calandrinia_ciliata_216,Calandrinia_sp_Warrider_129,Calandrinia_sp_Needilup_31B,Calandrinia_stagnensis_101,Calandrinia_oraria_37,Calandrinia_uniflora_92,Calandrinia_mirabilis_85,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_corrigioloides_49C,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Lewisia_brachycalyx_16,Calandrinia_skottsbergi_222,Claytonia_washingtoniana_26,Calandrinia_sp_Prince_Regent_156,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Claytonia_megarhiza_195,Calandrinia_reticulata_53,Calandrinia_calyptrata_188,Calyptridium_umbellatum_193,Calandrinia_remota_154,Calandrinia_sp_Pink_Hills_27,Lewisia_pygmaea_8,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_hortiorum_191,Cistanthe_sp_219,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_60,Calandrinia_ciliata_2014,Calandrinia_butcherensis_58,Calandrinia_ptychosperma_166,Calandrinia_disperma_194,Calyptridium_monospermum_108,Calyptridium_parryi_170,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Calandrinia_linliflora_109,Calandrinia_eremea_nonpapillate_139,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_spergularina_104,Calandrinia_granulifera_50D,Lewisia_congdonii_17,Montiopsis_umbellata_225,Calandrinia_ciliata_215,Calandrinia_pentavalvis_178,Rumicastrum_chamaecladum_123,Calandrinia_rubrisabulosa_34,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_polyandra_34C,Calandrinia_polyandra_138,Calandrinia_remota_ss_63,Calandrinia_vernicosa_23,Calandrinia_creethae_39,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_umbelliformis_20,Calandrinia_baccata_38,Calandrinia_compressa_144,Calandrinia_gracilis_176,Calandrinia_sp_Kenwick_48,Calandrinia_translucens_99,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_pumila_75,Calandrinia_sp_Black_Angular_Seeds_24	Phemeranthus_brevicaulis_202,Phemeranthus_longipes_6,Phemeranthus_brevifolius_169
nGroup_7264	Y78	Calandrinia_creethae_39,Calandrinia_porifera_36,Calandrinia_stagnensis_101	Calandrinia_mirabilis_85
nGroup_7264	Y11	Calyptridium_monospermum_108,Calyptridium_umbellatum_193	Calyptridium_parryi_170
nGroup_7264	Y4	Calandrinia_strophiolata_155,Calandrinia_sp_Needilup_31B,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Calandrinia_kalanniensis_8,Calandrinia_papillata_30,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Calandrinia_monandra_143,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_sp_Meckering_31,Claytonia_megarhiza_195,Calandrinia_mirabilis_85,Calandrinia_crispisepala_21,Calandrinia_vernicosa_23,Phemeranthus_longipes_6,Calandrinia_umbelliformis_20,Calandrinia_pentavalvis_178,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_tholliformis_29,Calandrinia_sp_Black_Angular_Seeds_24,Mollugo_verticillata_56,Opuntia_subulata_208,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Anacampseros_coahuilensis_68,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Mollugo_pentafilis_148,Trianthema_portulacastrum_tr,Boerhavia_coccinea_tr,Beta_vulgaris_cds,Calandrinia_eremea_salt_flat_130,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_remota_154,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Calandrinia_corrigioloides_49C,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calandrinia_sp_Prince_Regent_156,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_lehmannii_35,Phemeranthus_brevifolius_169,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Calandrinia_balonensis_57,Calandrinia_polyandra_34C,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Calandrinia_primuliflora_160,Talinum_triangulare_50,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Calandrinia_skottsbergi_222,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Alluaudia_procera_53,Mesembryanthemum_crystallinum_tr,Calandrinia_translucens_99	Populus_trichocarpa_cds,Arabidopsis_thaliana_cds,Glycine_max_cds,Vitis_vinifera_cds
